run,TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,FileLink,Author,Slurm_id,Node,ElapsedTime,vcf_relpath
851,851,done,IL,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1-L2B9iy6iEwgrOMFMPddrb4quRg8-LKj?usp=share_link,GUL EDA,30441.0,a043,2:44:19,vcf/TESTCASES_bedded/TestCase 851/snp_SRR7890874_bwa2-SRR7890883_bwa2_strelka.vcf.secondbed.vcf.recode.vcf
852,852,done,IL,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1N_tK4v1G30nIMkLC_o35688L6bxHs1SJ?usp=share_link,GUL EDA,30441.0,a043,4:34:06,vcf/TESTCASES_bedded/TestCase 852/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_strelka.vcf.secondbed.vcf.recode.vcf
853,853,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1u9kdhf-9SZjhh35ZOqkUlfhza4iiOcba?usp=share_link,GUL EDA,30444.0,a073,5:34:47,vcf/TESTCASES_bedded/TestCase 853/snp_SRR7890874_bowtie-SRR7890883_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
854,854,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1QtECcgfRumjFI91rwRp5aeZx8h8pCruZ?usp=share_link,GUL EDA,30444.0,a073,2:57:10,vcf/TESTCASES_bedded/TestCase 854/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_strelka.vcf.secondbed.vcf.recode.vcf
855,855,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/17goHc-zGVmLbolSxxmz78i_Ozpc_Xq75?usp=share_link,GUL EDA,30444.0,a073,3:19:24,vcf/TESTCASES_bedded/TestCase 855/snp_SRR7890874_bowtie-SRR7890883_bowtie_strelka.vcf.secondbed.vcf.recode.vcf
856,856,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1QVClRmLLZugJ5ckYD2Y6At1sy2Q-jyaL?usp=share_link,GUL EDA,30444.0,a073,5:11:43,vcf/TESTCASES_bedded/TestCase 856/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_strelka.vcf.secondbed.vcf.recode.vcf
857,857,done,IL,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1t8aO7hjofPBJpo-zMiD4DLyCTZyaYp6J?usp=share_link,GUL EDA,30442.0,a044,5:17:33,vcf/TESTCASES_bedded/TestCase 857/snp_SRR7890874_bwa2-SRR7890883_bwa2_somaticsniper.vcf.filtered.recode.vcf
858,858,done,IL,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1z3tuSC_YF7FKHwnDX6OTnXXcXTCOXWMC?usp=share_link,GUL EDA,30442.0,a044,2:46:53,vcf/TESTCASES_bedded/TestCase 858/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_somaticsniper.vcf.filtered.recode.vcf
859,859,done,IL,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1_RI-5CQNu6-q49ZXb31jgofRd_vGz2qt?usp=share_link,GUL EDA,30442.0,a044,3:06:09,vcf/TESTCASES_bedded/TestCase 859/snp_SRR7890874_bwa2-SRR7890883_bwa2_somaticsniper.vcf.filtered.recode.vcf
860,860,done,IL,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1B3kaQE7ajVKkcPZ7X-xpiVaFVaGQTHPP?usp=share_link,GUL EDA,30442.0,a044,5:11:14,vcf/TESTCASES_bedded/TestCase 860/snp_SRR7890874-SRR7890874bwa2-SRR7890883-SRR7890883bwa2_somaticsniper.vcf.filtered.recode.vcf
861,861,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1uRlXD6JjCMMbU756YGz1sTQ4UKpI9fmz?usp=share_link,GUL EDA,30445.0,a046,6:07:54,vcf/TESTCASES_bedded/TestCase 861/snp_SRR7890874_bowtie-SRR7890883_bowtie_somaticsniper.vcf.filtered.recode.vcf
862,862,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1LSeQxMzc2AS-VgGqiPdp1QYrgI52HNKv?usp=share_link,GUL EDA,30445.0,a046,3:23:52,vcf/TESTCASES_bedded/TestCase 862/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_somaticsniper.vcf.filtered.recode.vcf
863,863,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1rl-6uYToDdMJ67lz_zaqYcqBD01StfGJ?usp=share_link,GUL EDA,30445.0,a046,3:56:29,vcf/TESTCASES_bedded/TestCase 863/snp_SRR7890874_bowtie-SRR7890883_bowtie_somaticsniper.vcf.filtered.recode.vcf
864,864,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,https://drive.google.com/drive/folders/1LOSXcSSr3IBSoWAau-Lqw6LE9jwGQr2O?usp=share_link,GUL EDA,30445.0,a046,5:40:36,vcf/TESTCASES_bedded/TestCase 864/snp_SRR7890874-SRR7890874bowtie-SRR7890883-SRR7890883bowtie_somaticsniper.vcf.filtered.recode.vcf
